prompt,ground_truth,prediction,region,f1_score,substring_accuracy,judge_score
Nombre en la lengua nativa de Federación de Fútbol de Chile es,Federación de Fútbol de Chile,"""Federación de Fútbol de Chile"", pero en el",latam,0.7692307692307693,1,0.0
Propietario de de Federación de Fútbol de Chile es,Selección Chilena de Fútbol,"un organismo autónomo del Estado, con autonomía técnica, financ",latam,0.0,0,0.0
Propietario de de Federación de Fútbol de Chile es,Selección femenina de fútbol de Chile,"la Federación de Fútbol de Chile, que es la entidad",latam,0.5,0,0.0
Propietario de de Federación de Fútbol de Chile es,Selección de fútbol playa de Chile,"el Ministerio de Deportes, que lo administra a través de",latam,0.25,0,0.0
Propietario de de Federación de Fútbol de Chile es,selección de fútbol sub-20 de Chile,el Ministerio de Deportes de Chile. La Federación de F,latam,0.37499999999999994,0,0.0
Propietario de de Federación de Fútbol de Chile es,selección de fútbol sub-17 de Chile,"el Presidente de la República, y el Presidente de la Federación",latam,0.23529411764705885,0,0.0
Propietario de de Federación de Fútbol de Chile es,selección femenina de fútbol sub-17 de Chile,"el gobierno chileno, y es la institución máxima en el f",latam,0.0,0,0.0
Logotipo de Federación de Fútbol de Chile es,Federación de Fútbol de Chile logo.svg,el logotipo de la Federación de Fútbol de Chile,latam,0.6666666666666667,0,0.0
Identificador en Facebook de Federación de Fútbol de Chile es,SeleccionChilena,":
La Federación de Fútbol de Chile tiene una cuenta oficial",latam,0.0,0,0.0
Ubicación de la sede de Federación de Fútbol de Chile es,Santiago de Chile,":

La sede de la Federación de Fútbol de Chile (",latam,0.3333333333333333,0,0.0
Categoría en Commons de Federación de Fútbol de Chile es,Federación de Fútbol de Chile,un grupo de archivos en la wiki de Wikimedia Commons. La categoría se cre,latam,0.21052631578947364,0,0.0
Categoría principal del tema de Federación de Fútbol de Chile es,Categoría:Federación de Fútbol de Chile,"el fútbol en Chile, pero también incluye subtemas",latam,0.3076923076923077,0,0.0
Subclase de de Primera División de Chile es,campeonato nacional,el cuarto nivel de división de fútbol profesional en Chile,latam,0.0,0,0.0
Categoría en Commons de Primera División de Chile es,Primera División de Chile,"la categoría profesional más alta del fútbol chileno, y",latam,0.0,0,0.0
Liga inferior de Primera División de Chile es,División de Honor Amateur,"la cuarta categoría del fútbol chileno, la cual",latam,0.0,0,0.0
Liga inferior de Primera División de Chile es,Liguilla de Promoción de Chile,la cuarta categoría del fútbol chileno. Está organiz,latam,0.0,0,0.0
Organizador de Primera División de Chile es,Federación de Fútbol de Chile,el que organiza la liga profesional de fútbol de Chile,latam,0.5333333333333333,0,0.0
Categoría en Commons de Fuerza Aérea de Chile es,Fuerza Aérea de Chile,una categoría de la Wikipedia en español con el propósito de organizar los archivos,latam,0.11111111111111112,0,0.0
Categoría principal del tema de Fuerza Aérea de Chile es,Categoría:Fuerza Aérea de Chile,":
A) Cultura
B) Deportes
C) Soc",latam,0.0,0,0.0
Galería en Commons de Fuerza Aérea de Chile es,escudo fach oficial.svg,"un proyecto de Wikimedia, y está en la categoría ""Fuerza A",latam,0.0,0,0.0
Propietario de de Fuerza Aérea de Chile es,Empresa Nacional de Aeronáutica de Chile,"el Estado chileno, la Fuerza Aérea de Chile",latam,0.28571428571428575,0,0.0
Propietario de de Fuerza Aérea de Chile es,Estadio Reinaldo Martín Müller,"el Ministerio de Defensa Nacional, y el comandante en j",latam,0.0,0,0.0
Rama militar de Fuerza Aérea de Chile es,Fuerzas Armadas de Chile,un grupo de entrenamiento y capacitación de la Fuerza Aé,latam,0.14285714285714288,0,0.0
Cargo ocupado por el dirigente de Fuerza Aérea de Chile es,comandante en Jefe de la Fuerza Aérea de Chile,"un cargo de alto rango, pues corresponde a un general de divis",latam,0.1904761904761905,0,0.0
Lista de interés para el proyecto Wikimedia de Dorsal de Chile es,Wikipedia:Lista de artículos que toda Wikipedia debería tener/Expandida,una lista de correo electrónico que permite a los usuarios de Dorsal de,latam,0.1904761904761905,0,0.0
Situado en la entidad geográfica de Dorsal de Chile es,Océano Pacífico del Sur,el río más caudaloso del país. ¿Cuál es,latam,0.16666666666666666,0,0.0
Categoría principal del tema de Segunda División Profesional de Chile es,Categoría:Segunda División Profesional,": Deportes, Fútbol, Segunda División Prof",latam,0.25,0,0.0
Liga inferior de Segunda División Profesional de Chile es,Tercera División A de Chile,"un torneo de fútbol profesional de Chile, organizado por",latam,0.2857142857142857,0,0.0
Plantilla principal del tema de Segunda División Profesional de Chile es,Plantilla:Segunda División Profesional de Chile,"el siguiente: 
- La Segunda División Profesional de Chile",latam,0.6153846153846154,0,0.0
Organizador de Segunda División Profesional de Chile es,Federación de Fútbol de Chile,el organismo encargado de organizar el fútbol profesional,latam,0.3076923076923077,0,0.0
Categoría principal del tema de cine de Chile es,Categoría:Cine de Chile,": 
A) historia
B) política
C) amor
D",latam,0.0,0,0.0
Idioma usado de cine de Chile es,español,"el español de Chile? Sí, el idioma principal utilizado en el",latam,0.16666666666666669,1,0.0
Categoría principal del tema de Obispado Castrense de Chile es,Categoría:Obispado Castrense de Chile,": 
- [ ] Religión y espiritualidad
-",latam,0.0,0,0.0
Catedral de Obispado Castrense de Chile es,Catedral Castrense de Chile,"una catedral ubicada en la capital del país, Santiago. F",latam,0.14285714285714288,0,0.0
Presidente de Obispado Castrense de Chile es,Pedro Ossandón Buljevic,el obispo que preside el Obispado Castrense de,latam,0.0,0,0.0
Idioma usado de Obispado Castrense de Chile es,español,":
Idioma usado de Obispado Castrense de Chile es",latam,0.0,0,0.0
Ubicación de la sede de Obispado Castrense de Chile es,Santiago de Chile,"en la comuna de Santiago, en la capital del país, en la",latam,0.26666666666666666,0,0.0
Cargo ocupado por el dirigente de Obispado Castrense de Chile es,obispo castrense de Chile,"el que el presidente de la Corte Suprema, Juan José Gne",latam,0.13333333333333333,0,0.0
Imagen de Obispado Castrense de Chile es,Catedral Castrense de Chile.JPG,un sitio de referencia para los interesados en la historia y la cultura de,latam,0.11111111111111112,0,0.0
Imagen del escudo de armas del elemento de Obispado Castrense de Chile es,Escudo del Obispado Castrense de Chile.svg,"el que se muestra en la siguiente imagen, la cual fue obtenida de",latam,0.10526315789473684,0,0.0
Lealtad de Obispado Castrense de Chile es,Fuerzas Armadas de Chile,"una organización que promueve la defensa de la libertad, la",latam,0.14285714285714288,0,0.0
Ideología política de Movimiento Nacional-Socialista de Chile es,nacionalismo chileno,una organización política chilena que fue fundada en 193,latam,0.0,0,0.0
Logotipo de Movimiento Nacional-Socialista de Chile es,Movimiento Nacional Socialista de Chile.png,"un logotipo del Partido Nacional Socialista de Chile, que fue",latam,0.4,0,0.0
Ubicación de la sede de Movimiento Nacional-Socialista de Chile es,Santiago de Chile,": 
La sede del Movimiento Nacional-Socialista de Chile (M",latam,0.36363636363636365,0,0.0
Categoría en Commons de Movimiento Nacional-Socialista de Chile es,Movimiento Nacional Socialista de Chile,una categoría en el repositorio de medios de Wikimedia (Commons) que,latam,0.12500000000000003,0,0.0
Categoría en Commons de Universidad Central de Chile es,Universidad Central de Chile,"la categoría que contiene las imágenes de la Universidad Central de Chile.
La categoría",latam,0.4444444444444445,1,0.0
Categoría principal del tema de Universidad Central de Chile es,Categoría:Universidad Central de Chile,": 

A) Ciencias Sociales y Humanidades

B) Ci",latam,0.0,0,0.0
Situado en la entidad territorial administrativa de Universidad Central de Chile es,Santiago de Chile,un edificio que fue construido a comienzos del siglo XX,latam,0.0,0,0.0
Categoría para las personas que estudiaron en esta institución de Universidad Central de Chile es,Categoría:Alumnado de la Universidad Central de Chile,una de las mejores universidades del país. La Universidad Central de Chile (,latam,0.631578947368421,0,0.0
Logotipo de Universidad Central de Chile es,Logo nuevo ucen.png,"un logotipo de color blanco y azul, con un estilo modern",latam,0.0,0,0.0
Liga de Club Universidad de Chile es,Primera División de Chile,"un club de fútbol chileno, fundado en",latam,0.18181818181818182,0,0.0
Categoría en Commons de Club Universidad de Chile es,Club Universidad de Chile,un espacio de archivos y recursos multimedia en el que se pueden subir imágenes,latam,0.11111111111111112,0,0.0
Deporte de Club Universidad de Chile es,fútbol,un deporte de equipo. ¿Cuál es el deporte? El,latam,0.0,0,0.0
Categoría principal del tema de Club Universidad de Chile es,Categoría:Club Universidad de Chile,"Fútbol, pero también se aborda temas como Deportes",latam,0.0,0,0.0
Ubicación de la sede de Club Universidad de Chile es,Santiago de Chile,":
A. Las Condes
B. Ñuñoa",latam,0.0,0,0.0
Identificador en Facebook de Club Universidad de Chile es,clubuniversidaddechileoficial,": @clubuniversidaddechile
El identificador en Facebook",latam,0.0,0,0.0
Categoría para miembros de un equipo de Club Universidad de Chile es,Categoría:Futbolistas del Club Universidad de Chile,el lugar donde se concentran las personas que se unen al club como,latam,0.10526315789473684,0,0.0
Estadio de Club Universidad de Chile es,Estadio Nacional Julio Martínez Prádanos,un estadio de fútbol ubicado en la capital de Chile,latam,0.13333333333333333,0,0.0
Nombre en la lengua nativa de Club Universidad de Chile es,Club Universidad de Chile,"""Club Universidad de Chile"" y en inglés es ""University of Chile Club",latam,0.5,1,0.0
Color de Club Universidad de Chile es,blanco,"el color del club de fútbol profesional de Chile, que jue",latam,0.0,0,0.0
Logotipo de Club Universidad de Chile es,Emblema del Club Universidad de Chile.png,"un logotipo que representa el Club Universidad de Chile, un club de",latam,0.3333333333333333,0,0.0
Diferente de de Club Universidad de Chile es,Club Deportivo de la Universidad de Chile,el club de fútbol profesional chileno con más campeon,latam,0.25,0,0.0
Idioma de la película o programa de televisión de El mejor de Chile es,español,"el mejor de Chile, una producción de Chilevisión, que se transmite",latam,0.0,0,0.0
Emisora original de El mejor de Chile es,Televisión Nacional de Chile,"la misma que emitió el primer programa de radio del país, ¿",latam,0.13333333333333333,0,0.0
Compuesto por de El mejor de Chile es,primera temporada de El mejor de Chile,"el mejor de Chile. 3000
Compuesto por de",latam,0.6666666666666666,0,0.0
Categoría principal del tema de Fuerzas Armadas de Chile es,Categoría:Fuerzas armadas de Chile,": ""Defensa Nacional"", y el subtema principal es: """,latam,0.0,0,0.0
Compuesto por de Fuerzas Armadas de Chile es,Ejército de Chile,"un instituto de investigación que busca generar conocimiento, innovación y desarrollo",latam,0.14285714285714288,0,0.0
Compuesto por de Fuerzas Armadas de Chile es,Armada de Chile,el primer país de la región en implementar un sistema de inteligencia artificial,latam,0.125,0,0.0
Compuesto por de Fuerzas Armadas de Chile es,Fuerza Aérea de Chile,"un
**grupo de defensa** que se encarga de la protección",latam,0.14285714285714288,0,0.0
Comandado por de Fuerzas Armadas de Chile es,Sebastián Piñera,"el Ejército de Chile, la Marina de Chile, la Fuer",latam,0.0,0,0.0
Ubicación de la sede de Fuerzas Armadas de Chile es,Santiago de Chile,"en la ciudad de Santiago, en el sector de la capital. El ed",latam,0.25,0,0.0
Idioma de la obra o del nombre de Código Civil de Chile es,español,"el chileno o el castellano? La obra ""Código",latam,0.0,0,0.0
Categoría en Commons de Partido Socialista de Chile es,Partido Socialista de Chile,la categoría en Commons que contiene imágenes relacionadas con el Partido Socialista,latam,0.25,0,0.0
Categoría principal del tema de Partido Socialista de Chile es,Categoría:Partido Socialista de Chile,":

El Partido Socialista de Chile (PS) es un partido político",latam,0.4285714285714285,0,0.0
Ubicación de la sede de Partido Socialista de Chile es,Santiago de Chile,"en el barrio de Ñuñoa, en la comuna",latam,0.18181818181818182,0,0.0
Ideología política de Partido Socialista de Chile es,nacionalismo de izquierda,El Partido Socialista de Chile (PSCh) es un partido,latam,0.16666666666666666,0,0.0
Ideología política de Partido Socialista de Chile es,socialismo democrático,"un partido político chileno, su ideología política es el socialismo",latam,0.16666666666666669,0,0.0
Miembro de de Partido Socialista de Chile es,Internacional Socialista,"el partido político que lidera el gobierno actual de Chile, el cual está",latam,0.0,0,0.0
Nombre en la lengua nativa de Partido Socialista de Chile es,Partido Socialista de Chile,": Partido Socialista de Chile (PSC), y en la leng",latam,0.6153846153846153,1,0.0
Fundador de Partido Socialista de Chile es,Salvador Allende,":
A. Pablo Neruda
B. Salvador Allende
C.",latam,0.4444444444444445,1,0.0
Posición política de Partido Socialista de Chile es,izquierda,un partido político de Chile. Fue fundado en 193,latam,0.0,0,0.0
Identificador en Facebook de Partido Socialista de Chile es,PartidoSocialistadeChile,":
El identificador en Facebook del Partido Socialista de Chile es **",latam,0.0,0,0.0
Tema principal de la obra de Historia de Chile es,historia de Chile,"el estudio de los fenómenos históricos de Chile, desde",latam,0.3333333333333333,0,0.0
Título de Historia de Chile es,Historia de Chile,una asignatura que se imparte en el nivel de educación secundaria,latam,0.14285714285714288,0,0.0
Idioma de la obra o del nombre de Historia de Chile es,español,"el idioma de la obra, o del nombre de la obra, o",latam,0.0,0,0.0
Lugar de publicación de Historia de Chile es,Santiago de Chile,":

El libro ""Historia de Chile"" es un título que puede refer",latam,0.28571428571428575,0,0.0
Ubicación de la sede de Consejo de Seguridad Nacional de Chile es,Palacio de La Moneda,"en:

La sede del Consejo de Seguridad Nacional de Chile está ubic",latam,0.25,0,0.0
Situado en la entidad territorial administrativa de Consejo de Seguridad Nacional de Chile es,Comuna de Santiago,un organismo encargado de la protección de la seguridad nacional del Estado,latam,0.13333333333333333,0,0.0
Categoría principal del tema de provincia de Chile es,Categoría:Provincias de Chile,: A. Sociedad B. Cultura C. Política D. Ge,latam,0.0,0,0.0
Subclase de de provincia de Chile es,subdivisión administrativa de segundo nivel,un concepto que se utiliza en el ámbito de la geografía política y,latam,0.1111111111111111,0,0.0
Categoría principal del tema de economía de Chile es,Categoría:Economía de Chile,"el sistema de salud, con un peso del 7,6% del",latam,0.15384615384615383,0,0.0
Subclase de de economía de Chile es,economía de América del Sur,"el sistema de mercado, es decir, se basa en la libre compet",latam,0.11764705882352941,0,0.0
Subclase de de economía de Chile es,economía de América Latina,la que se caracteriza por la exportación de materias primas y,latam,0.13333333333333333,0,0.0
Categoría en Commons de Pontificia Universidad Católica de Chile es,Pontificia Universidad Católica de Chile,":

[commons.wikimedia.org/wiki/Category:Pontificia_University",latam,0.0,0,0.0
Categoría principal del tema de Pontificia Universidad Católica de Chile es,Categoría:Pontificia Universidad Católica de Chile,": Ciencias Sociales y Humanidades
Categoría secundaria",latam,0.0,0,0.0
Ubicación de la sede de Pontificia Universidad Católica de Chile es,Santiago de Chile,":
La sede principal de la Pontificia Universidad Católica de Chile se",latam,0.28571428571428575,0,0.0
Idioma usado de Pontificia Universidad Católica de Chile es,español,El idioma principal utilizado en la Pontificia Universidad Católica de,latam,0.0,0,0.0
Miembro de de Pontificia Universidad Católica de Chile es,Centro Interuniversitario de Desarrollo,"un miembro de la Pontificia Universidad Católica de Chile, una",latam,0.14285714285714288,0,0.0
Miembro de de Pontificia Universidad Católica de Chile es,Asociación Internacional de Universidades,un título académico que se otorga a los graduados de,latam,0.14285714285714288,0,0.0
Categoría para las personas que estudiaron en esta institución de Pontificia Universidad Católica de Chile es,Categoría:Alumnado de la Pontificia Universidad Católica de Chile,": 

- Alumnos de la Pontificia Universidad Católica de Chile",latam,0.875,0,0.0
Categoría para empleados de la organización de Pontificia Universidad Católica de Chile es,Categoría:Profesores de la Pontificia Universidad Católica de Chile,"la siguiente: 

- 0: Alumno
- 1:",latam,0.15384615384615385,0,0.0
Página de institución en Commons de Pontificia Universidad Católica de Chile es,Pontificia Universidad Católica de Chile,"un espacio donde pueden subir archivos de su institución, como imágenes,",latam,0.12500000000000003,0,0.0
Presidente de Pontificia Universidad Católica de Chile es,Ignacio Sánchez Díaz,un cargo que corresponde a la máxima autoridad de esta universidad.,latam,0.0,0,0.0
Presidente de Pontificia Universidad Católica de Chile es,Juan Carlos de la Llera,"el doctor, doctor en filosofía y doctor en teología,",latam,0.0,0,0.0
Situado en la entidad territorial administrativa de Pontificia Universidad Católica de Chile es,Santiago de Chile,"un centro académico de nivel superior, especializado en la formación",latam,0.15384615384615383,0,0.0
Producto de Pontificia Universidad Católica de Chile es,ingeniería civil,"el doctor en Filosofía, con especialidad en Filosof",latam,0.0,0,0.0
Nombre en la lengua nativa de Equipo de Copa Davis de Chile es,Equipo de Copa Davis de Chile,": ""Equipo de Copa Davis de Chile"" en la lengua nat",latam,0.7499999999999999,1,0.0
Propiedad de de Selección de Balonmano de Chile es,Federación Chilena de Balonmano,"un club de balonmano de Chile, que compite en la",latam,0.28571428571428575,0,0.0
Categoría para miembros de un equipo de Selección de Balonmano de Chile es,Categoría:Balonmanistas de la selección de balonmano de Chile,un sitio web de recursos en línea que ofrece información sobre la Selección de,latam,0.36363636363636365,0,0.0
Participó en de Selección femenina de voleibol de Chile es,torneo femenino de voleibol en los Juegos Suramericanos de 2014,una de las jugadoras que más ha destacado en el voleib,latam,0.1904761904761905,0,0.0
Participó en de Selección de voleibol de Chile es,Campeonato Mundial de Voleibol Masculino de 1982,"una selección femenina de voleibol de Chile, que",latam,0.39999999999999997,0,0.0
Participó en de Selección de voleibol de Chile es,Campeonato Sudamericano Masculino de Voleibol de 2003,"un evento de nivel internacional, que se realiza en el país desde el año",latam,0.09523809523809523,0,0.0
Participó en de Selección de voleibol de Chile es,Campeonato Sudamericano Masculino de Voleibol de 2007,"un deporte de equipo, con dos equipos de 6 jugadores cada",latam,0.2222222222222222,0,0.0
Participó en de Selección de voleibol de Chile es,Campeonato Sudamericano Masculino de Voleibol de 2009,una organización que está formada por jugadores de voleibol de,latam,0.3529411764705882,0,0.0
Participó en de Selección de voleibol de Chile es,Campeonato Sudamericano de Voleibol Masculino de 2017,"una selección femenina de voleibol chilena,",latam,0.30769230769230765,0,0.0
Participó en de Selección de voleibol de Chile es,Campeonato Sudamericano de Voleibol Masculino de 2019,"una selección femenina de voleibol de Chile, que",latam,0.39999999999999997,0,0.0
Participó en de Selección de voleibol de Chile es,Campeonato Sudamericano de Voleibol Masculino de 2021,un deportista chileno que nació en 197,latam,0.0,0,0.0
Participó en de Selección de voleibol de Chile es,Campeonato Sudamericano de Voleibol Masculino de 2023,un equipo de voleibol masculino chileno que representa al,latam,0.375,0,0.0
Participó en de Selección de voleibol de Chile es,Copa Challenger de Voleibol Masculino de 2023,"una categoría de selección de voleibol de Chile, que se",latam,0.3529411764705882,0,0.0
Participó en de Selección de voleibol de Chile es,Copa Challenger de Voleibol Masculino de 2022,"una de las mejores selecciones de voleibol de Chile, y",latam,0.3529411764705882,0,0.0
Participó en de Selección de voleibol de Chile es,Copa Challenger de Voleibol Masculino de 2019,"un club de voleibol chileno, con sede en la",latam,0.25,0,0.0
Participó en de Selección de voleibol de Chile es,Copa Challenger de Voleibol Masculino de 2018,una selección de voleibol femenino que representa a Chile,latam,0.25,0,0.0
Participó en de Selección de voleibol de Chile es,Torneo masculino de voleibol en los Juegos Panamericanos de 1963,"una selección de voleibol femenina de Chile, que",latam,0.33333333333333326,0,0.0
Participó en de Selección de voleibol de Chile es,torneo masculino de voleibol en los Juegos Panamericanos de 2019,un título de fútbol o de voleibol? La,latam,0.33333333333333326,0,0.0
Ubicación de la sede de Compañía de Petróleos de Chile es,Las Condes,": La Compañía de Petróleos de Chile, S.A",latam,0.0,0,0.0
Bolsa de valores de Compañía de Petróleos de Chile es,Bolsa de Comercio de Santiago,"una bolsa de valores que opera en Chile, pero no está registrada",latam,0.23529411764705882,0,0.0
Identificador de artículo en Fandom Wikia de Compañía de Petróleos de Chile es,logo:Copec,"un artículo en la wiki de Fandom, que es un sitio web de",latam,0.0,0,0.0
Categoría principal del tema de Campeonato de Apertura de Chile es,Categoría:Campeonato de Apertura de Chile,Deportes. La categoría secundaria es Fútbol.,latam,0.0,0,0.0
Categoría principal del tema de sistema educativo de Chile es,Categoría:Educación en Chile,"el sistema educativo chileno, que incluye la educación inicial,",latam,0.0,0,0.0
Compuesto por de sistema educativo de Chile es,educación superior en Chile,el siguiente: La educación en Chile está estructurada en un sistema educ,latam,0.375,0,0.0
Faceta de de sistema educativo de Chile es,educación,la educación de adultos. La educación de adultos en Chile se enmarca en,latam,0.14285714285714288,1,0.0
Categoría principal del tema de Fábricas y Maestranzas del Ejército de Chile es,Categoría:FAMAE,"la producción de armamento, pero también incluye otras actividades industriales como",latam,0.0,0,0.0
Ubicación de la sede de Fábricas y Maestranzas del Ejército de Chile es,Santiago de Chile,"la capital del país. ¿Cuál es?

La sede de las F",latam,0.14285714285714288,0,0.0
Categoría en Commons de Universidad Austral de Chile es,Universidad Austral de Chile,":
A. 564986
B. 5",latam,0.0,0,0.0
Categoría principal del tema de Universidad Austral de Chile es,Categoría:Universidad Austral de Chile,":

Universidad Austral de Chile (UACh) es una institución de",latam,0.46153846153846156,0,0.0
Situado en la entidad territorial administrativa de Universidad Austral de Chile es,Región de Los Ríos,"un establecimiento de nivel superior, con carácter público y de educación universit",latam,0.125,0,0.0
Categoría para las personas que estudiaron en esta institución de Universidad Austral de Chile es,Categoría:Alumnado de la Universidad Austral de Chile,una categoría de la Encuesta de Población Active (EPA),latam,0.375,0,0.0
Categoría para empleados de la organización de Universidad Austral de Chile es,Categoría:Profesores de la Universidad Austral de Chile,": 

Estructura organizacional de la Universidad Austral de Chile

La",latam,0.75,0,0.0
Identificador de clasificación mundial de universidades Quacquarelli Symonds de Universidad Austral de Chile es,universidad-austral-de-chile,":
La Universidad Austral de Chile tiene un ranking QS World University Rankings. El",latam,0.0,0,0.0
Nombre de usuario de Instagram de Universidad Austral de Chile es,universidadaustraldechile,":
El nombre de usuario de Instagram de la Universidad Austral de Chile es **",latam,0.0,0,0.0
Identificador del ARWU de Universidad Austral de Chile es,universidad-austral-de-chile,49001017. How to get this number,latam,0.0,0,0.0
Lugar de formación de Los Cuatro de Chile es,Santiago de Chile,":
La Escuela de Ingenieros del Ejército de Chile.",latam,0.36363636363636365,0,0.0
Identificador Lyrics Translate de Los Cuatro de Chile es,los-cuatro-de-chile-lyrics.html,un grupo musical chileno de rock que se formó en 1,latam,0.0,0,0.0
Identificador Rate Your Music de artista de Los Peores de Chile es,los_peores_de_chile,": 3207472

Okay, so I need",latam,0.0,0,0.0
Identificador en Facebook de Los Peores de Chile es,los.p.dechile,: 1000000000000,latam,0.0,0,0.0
Categoría principal del tema de geografía de Chile es,Categoría:Geografía de Chile,la geografía física y la geografía humana. La geografía física,latam,0.0,0,0.0
Subclase de de geografía de Chile es,geografía de América del Sur,"la que estudia las características de la población, su distribución, su",latam,0.12500000000000003,0,0.0
Lista del elemento de geografía de Chile es,Anexo:Puntos extremos de Chile,"el siguiente:

1. **Límites geográficos de Chile**:",latam,0.36363636363636365,0,0.0
Ubicación de la sede de Empresa Nacional de Aeronáutica de Chile es,Base Aérea El Bosque,":
La sede de la Empresa Nacional de Aeronáutica de Chile",latam,0.0,0,0.0
Logotipo de Empresa Nacional de Aeronáutica de Chile es,Logo-enaer.png,un logotipo que representa a la Empresa Nacional de Aeronáut,latam,0.0,0,0.0
Propiedad de de Empresa Nacional de Aeronáutica de Chile es,Fuerza Aérea de Chile,una empresa de Chile que se especializa en la fabricación de aviones,latam,0.25,0,0.0
Categoría en Commons de Empresa Nacional de Aeronáutica de Chile es,ENAER,la categoría de imágenes de la Empresa Nacional de Aeronáutica de,latam,0.0,0,0.0
Identificador Crunchbase de una organización de Empresa Nacional de Aeronáutica de Chile es,enaer,":
El identificador Crunchbase de una organización como **Empresa Nacional de A",latam,0.0,0,0.0
Industria de Empresa Nacional de Aeronáutica de Chile es,industria aeroespacial,"una empresa que está ubicada en la comuna de San Antonio, Reg",latam,0.0,0,0.0
Categoría en Commons de Universidad de Santiago de Chile es,Universidad de Santiago de Chile,"la categoría de imágenes de la Universidad de Santiago de Chile, en el repos",latam,0.5263157894736842,1,0.0
Situado en la entidad territorial administrativa de Universidad de Santiago de Chile es,Santiago de Chile,"el campus que más estudiantes tiene, con 14.000",latam,0.0,0,0.0
Categoría para las personas que estudiaron en esta institución de Universidad de Santiago de Chile es,Categoría:Alumnado de la Universidad de Santiago de Chile,"el siguiente:

Categoría: Estudiantes de la Universidad de Santiago de",latam,0.6666666666666665,0,0.0
Categoría para empleados de la organización de Universidad de Santiago de Chile es,Categoría:Académicos de la Universidad de Santiago de Chile,": 

1. Catedrático (docente investigador)
2",latam,0.0,0,0.0
Identificador de clasificación mundial de universidades Quacquarelli Symonds de Universidad de Santiago de Chile es,universidad-de-santiago-de-chile-usach,"QS World University Rankings 2022, el cual fue publicado",latam,0.0,0,0.0
Imagen del escudo de armas del elemento de Universidad de Santiago de Chile es,Escudo de la Universidad de Santiago-4.svg,una imagen de un escudo de armas. El escudo de arm,latam,0.3529411764705882,0,0.0
Imagen de la bandera de Universidad de Santiago de Chile es,Bandera de la Universidad de Santiago.svg,"el logotipo de la Universidad de Santiago de Chile, el cual está",latam,0.4444444444444444,0,0.0
Identificador en Facebook de Universidad de Santiago de Chile es,universidaddesantiago,un string con el cual se puede identificar a la universidad en Facebook,latam,0.0,0,0.0
Compuesto por de Universidad de Santiago de Chile es,Facultad Tecnológica de Universidad de Santiago de Chile,"un programa de postgrado de 12 meses de duración,",latam,0.35294117647058826,0,0.0
Compuesto por de Universidad de Santiago de Chile es,"Departamento de Investigaciones Científicas y Tecnológicas, Universidad de Santiago de Chile",el primer centro de investigación en el mundo en el desarrollo de un nuevo sistema,latam,0.15384615384615383,0,0.0
Cargo ocupado por el dirigente de Universidad de Santiago de Chile es,rector de la Universidad de Santiago de Chile,el que se encuentra vacante. El reemplazante del doctor en,latam,0.0,0,0.0
Identificador del ARWU de Universidad de Santiago de Chile es,universidad-de-santiago-de-chile,08571137. ¿Cual es el,latam,0.0,0,0.0
Subclase de de entidad territorial administrativa de Chile es,entidad territorial administrativa de un país particular,":
A) Región
B) Comuna
C) Provincia",latam,0.0,0,0.0
Categoría principal del tema de entidad territorial administrativa de Chile es,Categoría:Organización territorial de Chile,"el territorio, en el cual se incluyen los siguientes subtemas",latam,0.0,0,0.0
Identificador en Facebook de Orquesta Sinfónica de Chile es,OrquestaSinfonicadeChile,: 1021130442041,latam,0.0,0,0.0
Lugar de formación de Orquesta Sinfónica de Chile es,Santiago de Chile,"en el Conservatorio de música de Chile, que fue fundado en",latam,0.28571428571428575,0,0.0
Categoría principal del tema de música folclórica de Chile es,Categoría:Música folclórica de Chile,"la música popular chilena, que es un tipo de música popular que",latam,0.125,0,0.0
Subclase de de música folclórica de Chile es,música folclórica latinoamericana,la que se basa en el uso de instrumentos de viento y,latam,0.0,0,0.0
Subclase de de música folclórica de Chile es,música de Chile,"el folclore de la zona central del país, que se desarrolla",latam,0.14285714285714288,0,0.0
Categoría principal del tema de Vino de Chile es,Categoría:Vino de Chile,"el vino, pero en esta sección se enfocan temas específ",latam,0.0,0,0.0
Compuesto por de Congreso Nacional de Chile es,Cámara de Diputadas y Diputados de Chile,un organismo del Estado chileno que forma parte del Poder Leg,latam,0.0,0,0.0
Compuesto por de Congreso Nacional de Chile es,Senado de Chile,el poder legislativo del país. El Congreso está compuesto por,latam,0.0,0,0.0
Categoría principal del tema de Congreso Nacional de Chile es,Categoría:Congreso Nacional de Chile,"el ""Derecho a la Educación"" y se dividió en",latam,0.0,0,0.0
Imagen de Congreso Nacional de Chile es,21-05-2012 Cuenta Pública.jpg,una de las imágenes que se han tomado en el transcurso del tiempo,latam,0.0,0,0.0
Diferente de de Congreso Nacional de Chile es,Congreso Nacional,"el Congreso de la Unión, que se reúne en el",latam,0.16666666666666669,0,0.0
Categoría principal del tema de comuna de Chile es,Categoría:Comunas de Chile,"la política, y como tal, la comuna es una institución política",latam,0.0,0,0.0
Subclase de de comuna de Chile es,subdivisión administrativa de tercer nivel,"una subdivisión administrativa de la comuna, y está compuesta por",latam,0.4,0,0.0
Lista del elemento de comuna de Chile es,Anexo:Comunas de Chile,un listado de elementos que conforman la estructura del municipio ch,latam,0.14285714285714288,0,0.0
Lista de de Anexo:Islas de Chile es,islas de Chile,"un país de América del Sur, y es el segundo país más al sur",latam,0.11764705882352941,0,0.0
